bench,suite,system,surface,engine,run_dir,task_dir,task_id,attempt_number,grade_type,score,agent_latency_s,url_citations,citation_unique_urls,citation_content_chars_total,turns,tool_calls,f1_by_item,f1_by_row,precision_by_item,precision_by_row,recall_by_item,recall_by_row,success_rate
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000036-5bd82db4-c6ff-57a6-a2bc-69a476a116da,5bd82db4-c6ff-57a6-a2bc-69a476a116da,1,INCORRECT,0.0,183.536,58,50,64549,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000037-a09aec49-48fd-5b48-a038-c89ee1ca72a0,a09aec49-48fd-5b48-a038-c89ee1ca72a0,1,INCORRECT,0.0,136.599,52,46,40677,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000038-003e9781-b0a9-50b1-a445-19532bb6dded,003e9781-b0a9-50b1-a445-19532bb6dded,1,INCORRECT,0.0,40.711,47,30,38541,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000039-890f5c9e-8e70-5f62-b702-fab841e87345,890f5c9e-8e70-5f62-b702-fab841e87345,1,INCORRECT,0.0,53.472,53,49,41783,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000040-67422093-4879-5161-b65d-2bf2344da34e,67422093-4879-5161-b65d-2bf2344da34e,1,CORRECT,1.0,75.438,45,40,26205,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000041-e2508d84-c982-56b3-b3c0-c4d854c7771a,e2508d84-c982-56b3-b3c0-c4d854c7771a,1,CORRECT,1.0,73.033,54,54,37045,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000042-a4be412f-aa0a-595b-969c-a788175fdddb,a4be412f-aa0a-595b-969c-a788175fdddb,1,INCORRECT,0.0,39.669,57,57,34662,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000043-d89b620f-c261-5848-8812-0a71808266c5,d89b620f-c261-5848-8812-0a71808266c5,1,CORRECT,1.0,19.972,29,25,27054,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000044-9e022556-f716-58b2-886f-d4aed3dbfa65,9e022556-f716-58b2-886f-d4aed3dbfa65,1,INCORRECT,0.0,77.896,58,52,44466,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000045-b6d6b629-1585-5473-8d5f-db426f26fbfd,b6d6b629-1585-5473-8d5f-db426f26fbfd,1,CORRECT,1.0,99.029,47,40,38907,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000046-8ce21ec3-4d9a-5f52-950e-401a504e569a,8ce21ec3-4d9a-5f52-950e-401a504e569a,1,INCORRECT,0.0,58.756,57,48,36734,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000047-c5ee34ef-7da8-5113-836a-4affc1d08444,c5ee34ef-7da8-5113-836a-4affc1d08444,1,INCORRECT,0.0,47.67,43,35,21910,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000048-dfb9a59a-60a9-54f7-9daf-333a9286a894,dfb9a59a-60a9-54f7-9daf-333a9286a894,1,CORRECT,1.0,31.503,20,17,21708,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000049-76129b98-0500-5a8c-b699-496cc1203c7b,76129b98-0500-5a8c-b699-496cc1203c7b,1,INCORRECT,0.0,49.152,41,35,21390,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000050-7286533d-74e0-57d1-8be8-a668ff3635d0,7286533d-74e0-57d1-8be8-a668ff3635d0,1,INCORRECT,0.0,603.71,53,41,47842,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000051-a995ffb0-6902-596f-be8e-3c57213843f1,a995ffb0-6902-596f-be8e-3c57213843f1,1,CORRECT,1.0,23.402,15,14,18613,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000052-f27bf19c-e930-55dd-ba3d-ab83e92851ab,f27bf19c-e930-55dd-ba3d-ab83e92851ab,1,INCORRECT,0.0,180.627,52,51,30959,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000053-e37c75d6-73e7-5c6e-b502-e2120ab05687,e37c75d6-73e7-5c6e-b502-e2120ab05687,1,INCORRECT,0.0,604.005,58,50,40750,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000054-1c0ddbb5-12be-5e0d-97b0-63483bdfb628,1c0ddbb5-12be-5e0d-97b0-63483bdfb628,1,CORRECT,1.0,117.026,56,45,45683,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000055-c62755ac-ade8-57a6-9bc8-1089defcdc5d,c62755ac-ade8-57a6-9bc8-1089defcdc5d,1,CORRECT,1.0,40.222,30,24,26880,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000056-4a4444c2-4d7b-56fe-b410-9724fde2e492,4a4444c2-4d7b-56fe-b410-9724fde2e492,1,INCORRECT,0.0,195.319,57,48,53095,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000057-7d9482cf-d071-5b4f-b429-7e30b0e40891,7d9482cf-d071-5b4f-b429-7e30b0e40891,1,INCORRECT,0.0,42.177,53,37,58356,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000058-b2f50fee-c318-50c5-af34-9ed08f25ddc4,b2f50fee-c318-50c5-af34-9ed08f25ddc4,1,INCORRECT,0.0,49.241,58,50,50953,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000059-5c83930e-69b2-5f06-9fa2-ccf41c049885,5c83930e-69b2-5f06-9fa2-ccf41c049885,1,INCORRECT,0.0,21.468,52,49,30339,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000060-4c7e21a5-7f73-5a7c-bfad-ee506976b2d5,4c7e21a5-7f73-5a7c-bfad-ee506976b2d5,1,CORRECT,1.0,49.011,51,40,39524,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000061-c32f2f8a-b9f3-5891-b55c-0ddb2884338a,c32f2f8a-b9f3-5891-b55c-0ddb2884338a,1,INCORRECT,0.0,23.596,46,44,17265,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000062-a4bc4c74-89b0-5f2b-ab86-ac2aede33bba,a4bc4c74-89b0-5f2b-ab86-ac2aede33bba,1,INCORRECT,0.0,29.54,59,50,29170,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000063-761ba347-b79e-5eec-9594-3332e523fbc7,761ba347-b79e-5eec-9594-3332e523fbc7,1,CORRECT,1.0,115.932,51,45,62613,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000064-a8b2d85c-b3fa-5396-b41f-f6ebde192552,a8b2d85c-b3fa-5396-b41f-f6ebde192552,1,INCORRECT,0.0,435.976,56,53,42879,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000065-510217db-3921-5ea8-aa4d-c5c2200e2ae8,510217db-3921-5ea8-aa4d-c5c2200e2ae8,1,CORRECT,1.0,48.587,57,37,65557,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000066-8e734630-1e8c-5bd7-957c-1a12790dd156,8e734630-1e8c-5bd7-957c-1a12790dd156,1,CORRECT,1.0,15.562,28,25,18367,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000067-dc49be50-6c45-5876-865e-b215fe40bfaf,dc49be50-6c45-5876-865e-b215fe40bfaf,1,INCORRECT,0.0,35.582,50,39,34580,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000068-7c5ca561-dcd0-585a-99c0-605c99149798,7c5ca561-dcd0-585a-99c0-605c99149798,1,INCORRECT,0.0,231.475,35,30,21080,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000069-2c953bb2-ecca-58ac-8c37-2abcf7bdfd52,2c953bb2-ecca-58ac-8c37-2abcf7bdfd52,1,INCORRECT,0.0,22.695,45,34,26339,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000070-294ea5f4-4b44-5713-acfe-ea3f008e32c4,294ea5f4-4b44-5713-acfe-ea3f008e32c4,1,INCORRECT,0.0,16.415,40,37,8006,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000071-054209c6-b6f6-5ac2-a024-4ea8d0692b74,054209c6-b6f6-5ac2-a024-4ea8d0692b74,1,INCORRECT,0.0,34.36,52,50,40812,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000072-00fd7e31-070a-5f00-81ab-ba0796634135,00fd7e31-070a-5f00-81ab-ba0796634135,1,INCORRECT,0.0,113.633,60,50,44709,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000073-b1e0e5c2-4dba-5472-88e3-da1924fef698,b1e0e5c2-4dba-5472-88e3-da1924fef698,1,INCORRECT,0.0,51.292,60,55,41443,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000074-9b143e8d-4f60-588d-bfbe-8f65615c1ecf,9b143e8d-4f60-588d-bfbe-8f65615c1ecf,1,INCORRECT,0.0,31.005,54,44,72397,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000075-21189ec1-d2c6-5cca-8772-eb72190c3613,21189ec1-d2c6-5cca-8772-eb72190c3613,1,CORRECT,1.0,28.488,29,25,17636,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000076-f11cebc6-0fbb-5b2c-b0b6-1136a1ad4093,f11cebc6-0fbb-5b2c-b0b6-1136a1ad4093,1,INCORRECT,0.0,63.204,54,52,37669,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000077-2d93c7d4-eb06-5f37-b403-9637c248bd0c,2d93c7d4-eb06-5f37-b403-9637c248bd0c,1,INCORRECT,0.0,89.111,60,46,82036,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000078-c97a34fb-e213-5c4b-a2d9-370e7d65e153,c97a34fb-e213-5c4b-a2d9-370e7d65e153,1,INCORRECT,0.0,75.685,59,48,47151,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000079-7c6e715b-5d73-5ab5-91b0-ef53ae8f096c,7c6e715b-5d73-5ab5-91b0-ef53ae8f096c,1,INCORRECT,0.0,36.565,53,49,35395,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000080-e01dac30-d20f-5503-bfe1-bd0063f4cd5f,e01dac30-d20f-5503-bfe1-bd0063f4cd5f,1,INCORRECT,0.0,25.632,52,45,71081,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000081-bd5d9a6a-f6a2-5f34-a781-318431648f20,bd5d9a6a-f6a2-5f34-a781-318431648f20,1,INCORRECT,0.0,26.781,49,36,21879,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000082-8a846ffa-1f73-50ca-887f-c59f88a6ca97,8a846ffa-1f73-50ca-887f-c59f88a6ca97,1,CORRECT,1.0,10.37,15,15,11257,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000083-85287e78-e4c2-5294-bd9f-748fbe7ed01d,85287e78-e4c2-5294-bd9f-748fbe7ed01d,1,INCORRECT,0.0,18.439,37,34,15329,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000084-6fe49e36-1851-5089-a3eb-b4f69018da04,6fe49e36-1851-5089-a3eb-b4f69018da04,1,INCORRECT,0.0,28.452,43,40,30580,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000085-40f277d8-0514-5df6-976d-b23ee959151e,40f277d8-0514-5df6-976d-b23ee959151e,1,CORRECT,1.0,7.25,10,10,4425,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000086-9a99806c-8cd3-5620-b1dc-c9586110e7cd,9a99806c-8cd3-5620-b1dc-c9586110e7cd,1,INCORRECT,0.0,63.81,51,46,39951,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000087-8d429656-22c2-5fef-b73f-3df08cd96397,8d429656-22c2-5fef-b73f-3df08cd96397,1,INCORRECT,0.0,29.318,60,50,59445,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000088-ae44825c-7977-5ff9-9c51-91d9c044d6d3,ae44825c-7977-5ff9-9c51-91d9c044d6d3,1,CORRECT,1.0,16.174,32,30,17380,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000089-20288e82-eb24-59bb-b855-f04364d7e2bf,20288e82-eb24-59bb-b855-f04364d7e2bf,1,CORRECT,1.0,25.192,52,48,41184,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000090-2e127cd2-8346-58bc-9000-c8a67717256c,2e127cd2-8346-58bc-9000-c8a67717256c,1,INCORRECT,0.0,28.98,46,43,44616,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000091-fb17f9f7-1281-5832-9cd2-be9ac6954ce0,fb17f9f7-1281-5832-9cd2-be9ac6954ce0,1,INCORRECT,0.0,49.514,52,38,48396,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000092-d084baeb-a0a8-5460-85b4-7a5940e69494,d084baeb-a0a8-5460-85b4-7a5940e69494,1,INCORRECT,0.0,165.545,56,51,52932,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,browsecomp,pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity,5-turn,perplexity,runs/pi-openrouter-web-search-5call-defaults-glm-5-2-nitro-perplexity-browsecomp-pi-glm-5-2-evalkey-clean-scale-seed0-142793d78f88,000093-54ca9b29-7848-5dc4-bf46-a836ac204eaf,54ca9b29-7848-5dc4-bf46-a836ac204eaf,1,INCORRECT,0.0,22.211,54,48,36484,1,0,,,,,,,
